name,BEDS code,district code,district,county code,county,NCES code
PS 58,320900010058,320900,NYC GEOG DIST 9,32,BRONX,
PS 163 ARTHUR A SCHOMBERG,320900010163,320900,NYC GEOG DIST 9,32,BRONX,
JHS 166 ROBERTO CLEMENTE,320900010166,320900,NYC GEOG DIST 9,32,BRONX,
ICAHN CHARTER SCHOOL 1,320900860835,320900,NYC GEOG DIST 9,32,BRONX,3600049
IS 117 JOSEPH H WADE ,320900010117,320900,NYC GEOG DIST 9,32,BRONX,
SCHOOL FOR EXCELLENCE,320900011404,320900,NYC GEOG DIST 9,32,BRONX,
COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,320900010327,320900,NYC GEOG DIST 9,32,BRONX,
LEADERSHIP INSTITUTE,320900011276,320900,NYC GEOG DIST 9,32,BRONX,
VALIDUS PREPARATORY ACADEMY,320900011263,320900,NYC GEOG DIST 9,32,BRONX,
MOTT HALL BRONX HIGH SCHOOL,320900011252,320900,NYC GEOG DIST 9,32,BRONX,
BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,320900011324,320900,NYC GEOG DIST 9,32,BRONX,
NUASIN NEXT GENERATION CHARTER SCHOOL,320900860962,320900,NYC GEOG DIST 9,32,BRONX,3601025
BRONX DEBATE ACADEMY,320900010644,320900,NYC GEOG DIST 9,32,BRONX,
PS 207,321000010207,321000,NYC GEOG DIST 10,32,BRONX,
JHS 80 MOSHOLU PARKWAY (THE),321000010080,321000,NYC GEOG DIST 10,32,BRONX,
NEW YORK CITY GEOGRAPHIC DISTRICT #10,321000010000,321000,NYC GEOG DIST 10,32,BRONX,3600087
PS 85 GREAT EXPECTATIONS,321000010085,321000,NYC GEOG DIST 10,32,BRONX,
PS 32 BELMONT,321000010032,321000,NYC GEOG DIST 10,32,BRONX,
JONAS BRONCK ACADEMY,321000010228,321000,NYC GEOG DIST 10,32,BRONX,
ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY,321000011397,321000,NYC GEOG DIST 10,32,BRONX,
SUCCESS ACADEMY CHARTER SCHOOL - NORWOOD,321000861088,321000,NYC GEOG DIST 10,32,BRONX,3601159
PS 86 KINGSBRIDGE HEIGHTS,321000010086,321000,NYC GEOG DIST 10,32,BRONX,
PS 95 SHEILA MENCHER,321000010095,321000,NYC GEOG DIST 10,32,BRONX,
MS 390,321000010390,321000,NYC GEOG DIST 10,32,BRONX,
JHS 118 WILLIAM W NILES,321000010118,321000,NYC GEOG DIST 10,32,BRONX,
MS 399,321000010399,321000,NYC GEOG DIST 10,32,BRONX,
PS 291,321000010291,321000,NYC GEOG DIST 10,32,BRONX,
PS 37 MULTIPLE INTELLIGENCE SCHOOL,321000010037,321000,NYC GEOG DIST 10,32,BRONX,
PS 306,321000010306,321000,NYC GEOG DIST 10,32,BRONX,
PS 315 LAB SCHOOL,321000010315,321000,NYC GEOG DIST 10,32,BRONX,
INTERNATIONAL LEADERSHIP CHARTER  HIGH SCHOOL,321000860904,321000,NYC GEOG DIST 10,32,BRONX,3600163
INTERNATIONAL SCHOOL FOR LIBERAL ARTS,321000011342,321000,NYC GEOG DIST 10,32,BRONX,
KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIGH SCHOOL,321000011374,321000,NYC GEOG DIST 10,32,BRONX,
WORLD VIEW HIGH SCHOOL,321000011353,321000,NYC GEOG DIST 10,32,BRONX,
DEWITT CLINTON HIGH SCHOOL,321000011440,321000,NYC GEOG DIST 10,32,BRONX,
PS 59 COMMUNITY SCHOOL OF TECHNOLOGY (THE),321000010059,321000,NYC GEOG DIST 10,32,BRONX,
PS 9 RYER AVENUE ELEMENTARY SCHOOL,321000010009,321000,NYC GEOG DIST 10,32,BRONX,
PS 23 NEW CHILDREN'S SCHOOL (THE),321000010023,321000,NYC GEOG DIST 10,32,BRONX,
PS 246 POE CENTER,321000010246,321000,NYC GEOG DIST 10,32,BRONX,
PS 56 NORWOOD HEIGHTS,321000010056,321000,NYC GEOG DIST 10,32,BRONX,
PS/MS 280 MOSHOLU PARKWAY,321000010280,321000,NYC GEOG DIST 10,32,BRONX,
THOMAS C GIORDANO MIDDLE SCHOOL 45,321000010045,321000,NYC GEOG DIST 10,32,BRONX,
MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,321000011477,321000,NYC GEOG DIST 10,32,BRONX,
BELMONT PREPARATORY HIGH SCHOOL,321000011434,321000,NYC GEOG DIST 10,32,BRONX,
BRONX DANCE ACADEMY SCHOOL,321000010308,321000,NYC GEOG DIST 10,32,BRONX,
NEW SCHOOL FOR LEADERSHIP AND JOURNALISM (THE),321000010244,321000,NYC GEOG DIST 10,32,BRONX,
CROTONA INTERNATIONAL HIGH SCHOOL,321000011524,321000,NYC GEOG DIST 10,32,BRONX,
TECH INTERNATIONAL CHARTER SCHOOL,321000861032,321000,NYC GEOG DIST 10,32,BRONX,3601068
BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),321000011264,321000,NYC GEOG DIST 10,32,BRONX,
BRONX CHARTER SCHOOL FOR EXCELLENCE 5,321000861121,321000,NYC GEOG DIST 10,32,BRONX,3601200
GRACE DODGE CAREER AND TECHNICAL HIGH SCHOOL,321000011660,321000,NYC GEOG DIST 10,32,BRONX,
PS 205 FIORELLO LAGUARDIA,321000010205,321000,NYC GEOG DIST 10,32,BRONX,
IS 206 ANN MERSEREAU,321000010206,321000,NYC GEOG DIST 10,32,BRONX,
PS 91,321000010091,321000,NYC GEOG DIST 10,32,BRONX,
PS 33 TIMOTHY DWIGHT,321000010033,321000,NYC GEOG DIST 10,32,BRONX,
PS 310 MARBLE HILL,321000010310,321000,NYC GEOG DIST 10,32,BRONX,
FORDHAM LEADERSHIP ACADEMY ,321000011438,321000,NYC GEOG DIST 10,32,BRONX,
BRONX THEATRE HIGH SCHOOL,321000011546,321000,NYC GEOG DIST 10,32,BRONX,
"MARIE CURIE HIGH SCH-NURSING, MEDICINE & HEALTH PROFESSIONALS (THE)",321000011237,321000,NYC GEOG DIST 10,32,BRONX,
WEST BRONX ACADEMY FOR THE FUTURE,321000011243,321000,NYC GEOG DIST 10,32,BRONX,
AMPARK NEIGHBORHOOD,321000010344,321000,NYC GEOG DIST 10,32,BRONX,
SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,321000010386,321000,NYC GEOG DIST 10,32,BRONX,
CRESTON ACADEMY,321000010447,321000,NYC GEOG DIST 10,32,BRONX,
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,321000010363,321000,NYC GEOG DIST 10,32,BRONX,
UNITED CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,321000860999,321000,NYC GEOG DIST 10,32,BRONX,3601047
HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,321000011565,321000,NYC GEOG DIST 10,32,BRONX,
CARDINAL MCCLOSKEY COMMUNITY CHARTER SCHOOL,321000861130,321000,NYC GEOG DIST 10,32,BRONX,3601201
SUCCESS ACADEMY CHARTER SCHOOL-NYC 7,321000861093,321000,NYC GEOG DIST 10,32,BRONX,3680983
PS 159 LUIS MUMOZ MARIN BILING,321000010159,321000,NYC GEOG DIST 10,32,BRONX,
PS 81 ROBERT J CHRISTEN,321000010081,321000,NYC GEOG DIST 10,32,BRONX,
ANGELO PATRI MIDDLE SCHOOL (THE),321000010391,321000,NYC GEOG DIST 10,32,BRONX,
PS 3 RAUL JULIA MICRO SOCIETY,321000010003,321000,NYC GEOG DIST 10,32,BRONX,
PS 279 CAPT MANUEL RIVERA JR,321000010279,321000,NYC GEOG DIST 10,32,BRONX,
BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,321000011439,321000,NYC GEOG DIST 10,32,BRONX,
FORDHAM HIGH SCHOOL FOR THE ARTS,321000011437,321000,NYC GEOG DIST 10,32,BRONX,
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,321000010307,321000,NYC GEOG DIST 10,32,BRONX,
BRONX SCHOOL OF YOUNG LEADERS (THE),321000010331,321000,NYC GEOG DIST 10,32,BRONX,
THEATRE ARTS PRODUCTION COMPANY SCHOOL,321000010225,321000,NYC GEOG DIST 10,32,BRONX,
"ELEMENTARY SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",321000010382,321000,NYC GEOG DIST 10,32,BRONX,
KINGSBRIDGE INNOVATIVE DESIGN CHARTER SCHOOL,321000860970,321000,NYC GEOG DIST 10,32,BRONX,3601026
EAST FORDHAM ACADEMY FOR THE ARTS,321000011459,321000,NYC GEOG DIST 10,32,BRONX,
KIPP FREEDOM CHARTER SCHOOL,321000861135,321000,NYC GEOG DIST 10,32,BRONX,3601176
KIPP BRONX CHARTER SCHOOL II,321000861150,321000,NYC GEOG DIST 10,32,BRONX,3601202
PS 226,321000010226,321000,NYC GEOG DIST 10,32,BRONX,
PS 94 KINGS COLLEGE SCHOOL,321000010094,321000,NYC GEOG DIST 10,32,BRONX,
PS 209,321000010209,321000,NYC GEOG DIST 10,32,BRONX,
JOHN F KENNEDY HIGH SCHOOL,321000011475,321000,NYC GEOG DIST 10,32,BRONX,
MILTON FEIN SCHOOL,321000010007,321000,NYC GEOG DIST 10,32,BRONX,
IS 254,321000010254,321000,NYC GEOG DIST 10,32,BRONX,
PS 46 EDGAR ALLAN POE,321000010046,321000,NYC GEOG DIST 10,32,BRONX,
PS/IS 54 ,321000010054,321000,NYC GEOG DIST 10,32,BRONX,
PS 24 SPUYTEN DUYVIL,321000010024,321000,NYC GEOG DIST 10,32,BRONX,
HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,321000011696,321000,NYC GEOG DIST 10,32,BRONX,
CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC (THE),321000011442,321000,NYC GEOG DIST 10,32,BRONX,
BRONX ENGINEERING AND TECHNOLOGY ACADEMY ,321000011213,321000,NYC GEOG DIST 10,32,BRONX,
KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,321000011268,321000,NYC GEOG DIST 10,32,BRONX,
GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,321000861179,321000,NYC GEOG DIST 10,32,BRONX,3601217
ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOL,321000861075,321000,NYC GEOG DIST 10,32,BRONX,3601138
CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,321000861064,321000,NYC GEOG DIST 10,32,BRONX,3601133
IN-TECH ACADEMY (MS/HS 368),321000010368,321000,NYC GEOG DIST 10,32,BRONX,
RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),321000011141,321000,NYC GEOG DIST 10,32,BRONX,
WALTON HIGH SCHOOL,321000011430,321000,NYC GEOG DIST 10,32,BRONX,
BRONX HIGH SCHOOL OF SCIENCE (THE),321000011445,321000,NYC GEOG DIST 10,32,BRONX,
PS/MS 20 PO GEORGE J WERDAN III,321000010020,321000,NYC GEOG DIST 10,32,BRONX,
BRONX STEM AND ARTS ACADEMY (THE),321000010051,321000,NYC GEOG DIST 10,32,BRONX,
HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,321000011433,321000,NYC GEOG DIST 10,32,BRONX,
DISCOVERY HIGH SCHOOL,321000011549,321000,NYC GEOG DIST 10,32,BRONX,
BRONX SCHOOL OF LAW AND FINANCE,321000011284,321000,NYC GEOG DIST 10,32,BRONX,
BRONX COMMUNITY CHARTER SCHOOL,321000860914,321000,NYC GEOG DIST 10,32,BRONX,3600968
BRONX COLLABORATIVE HIGH SCHOOL,321000011351,321000,NYC GEOG DIST 10,32,BRONX,
AMBER CHARTER SCHOOL KINGSBRIDGE,321000861074,321000,NYC GEOG DIST 10,32,BRONX,3601149
BRILLA CARITAS CHARTER SCHOOL,321000861160,321000,NYC GEOG DIST 10,32,BRONX,3601221
BEDFORD PARK ELEMENTARY SCHOOL,321000010077,321000,NYC GEOG DIST 10,32,BRONX,
PS 79 CRESTON,321000010079,321000,NYC GEOG DIST 10,32,BRONX,
PS 360,321000010360,321000,NYC GEOG DIST 10,32,BRONX,
PS 396,321000010396,321000,NYC GEOG DIST 10,32,BRONX,
PS 8 ISAAC VARIAN,321000010008,321000,NYC GEOG DIST 10,32,BRONX,
PS 15 INSTITUTE FOR ENVIRONMENTAL LEARNING,321000010015,321000,NYC GEOG DIST 10,32,BRONX,
PS 340,321000010340,321000,NYC GEOG DIST 10,32,BRONX,
PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,321000011319,321000,NYC GEOG DIST 10,32,BRONX,
UNITED CHARTER HIGH SCHOOL FOR THE HUMANITIES,321000860704,321000,NYC GEOG DIST 10,32,BRONX,3601041
JHS 113 RICHARD R GREEN,321100010113,321100,NYC GEOG DIST 11,32,BRONX,
EVANDER CHILDS HIGH SCHOOL,321100011425,321100,NYC GEOG DIST 11,32,BRONX,
NEW YORK CITY GEOGRAPHIC DISTRICT #11,321100010000,321100,NYC GEOG DIST 11,32,BRONX,3600088
GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,321100011272,321100,NYC GEOG DIST 11,32,BRONX,
EQUALITY CHARTER SCHOOL,321100860956,321100,NYC GEOG DIST 11,32,BRONX,3601005
LINDEN TREE ELEMENTARY SCHOOL,321100010567,321100,NYC GEOG DIST 11,32,BRONX,
SUCCESS ACADEMY CHARTER SCHOOL-NYC 6,321100861092,321100,NYC GEOG DIST 11,32,BRONX,3680985
PS 97,321100010097,321100,NYC GEOG DIST 11,32,BRONX,
PS 103 HECTOR FONTANEZ,321100010103,321100,NYC GEOG DIST 11,32,BRONX,
PS 83 DONALD HERTZ,321100010083,321100,NYC GEOG DIST 11,32,BRONX,
JHS 127 CASTLE HILL (THE),321100010127,321100,NYC GEOG DIST 11,32,BRONX,
MS 142 JOHN PHILIP SOUSA ,321100010142,321100,NYC GEOG DIST 11,32,BRONX,
BRONX LAB SCHOOL,321100011265,321100,NYC GEOG DIST 11,32,BRONX,
YOUNG SCHOLARS ACADEMY OF THE BRONX (THE),321100010289,321100,NYC GEOG DIST 11,32,BRONX,
CORNERSTONE ACADEMY FOR SOCIAL ACTION,321100010189,321100,NYC GEOG DIST 11,32,BRONX,
ICAHN CHARTER SCHOOL 5,321100860982,321100,NYC GEOG DIST 11,32,BRONX,3601049
ONE WORLD MIDDLE SCHOOL AT EDENWALD,321100010529,321100,NYC GEOG DIST 11,32,BRONX,
CAPITAL PREPARATORY BRONX CHARTER SCHOOL,321100861163,321100,NYC GEOG DIST 11,32,BRONX,3601223
IS 181 PABLO CASALS,321100010181,321100,NYC GEOG DIST 11,32,BRONX,
PS 153 HELEN KELLER,321100010153,321100,NYC GEOG DIST 11,32,BRONX,
PS 178 DR SELMAN WAKSMAN,321100010178,321100,NYC GEOG DIST 11,32,BRONX,
PS 21 PHILIP H SHERIDAN,321100010021,321100,NYC GEOG DIST 11,32,BRONX,
PS 41 GUN HILL ROAD,321100010041,321100,NYC GEOG DIST 11,32,BRONX,
PS/MS 194,321100010194,321100,NYC GEOG DIST 11,32,BRONX,
BRONXWOOD PREPARATORY ACADEMY (THE),321100011514,321100,NYC GEOG DIST 11,32,BRONX,
NORTH BRONX SCHOOL OF EMPOWERMENT,321100010287,321100,NYC GEOG DIST 11,32,BRONX,
HIGH SCHOOL FOR LANGUAGE AND INNOVATION,321100011509,321100,NYC GEOG DIST 11,32,BRONX,
PELHAM GARDENS MIDDLE SCHOOL,321100010566,321100,NYC GEOG DIST 11,32,BRONX,
BRONX ALLIANCE MIDDLE SCHOOL,321100010355,321100,NYC GEOG DIST 11,32,BRONX,
SUCCESS ACADEMY CHARTER SCHOOL-NYC 5,321100861091,321100,NYC GEOG DIST 11,32,BRONX,3680984
BRONX CHARTER SCHOOL FOR EXCELLENCE 4,321100861120,321100,NYC GEOG DIST 11,32,BRONX,3601180
BRONX CHARTER SCHOOL FOR EXCELLENCE 2,321100861103,321100,NYC GEOG DIST 11,32,BRONX,3601142
PS 76 BENNINGTON SCHOOL (THE),321100010076,321100,NYC GEOG DIST 11,32,BRONX,
BRONX CHARTER SCHOOL FOR BETTER LEARNING,321100860855,321100,NYC GEOG DIST 11,32,BRONX,3600089
HIGH SCHOOL FOR CONTEMPORARY ARTS,321100011544,321100,NYC GEOG DIST 11,32,BRONX,
GLOBAL ENTERPRISE HIGH SCHOOL,321100011541,321100,NYC GEOG DIST 11,32,BRONX,
NEW WORLD HIGH SCHOOL,321100011513,321100,NYC GEOG DIST 11,32,BRONX,
BRONX GREEN MIDDLE SCHOOL,321100010326,321100,NYC GEOG DIST 11,32,BRONX,
PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,321100010468,321100,NYC GEOG DIST 11,32,BRONX,
PS/MS 498 VAN NEST ACADEMY,321100010498,321100,NYC GEOG DIST 11,32,BRONX,
BRONX PARK MIDDLE SCHOOL,321100010556,321100,NYC GEOG DIST 11,32,BRONX,
PS 112 BRONXWOOD,321100010112,321100,NYC GEOG DIST 11,32,BRONX,
CHRISTOPHER COLUMBUS HIGH SCHOOL,321100011415,321100,NYC GEOG DIST 11,32,BRONX,
PS 16 WAKEFIELD,321100010016,321100,NYC GEOG DIST 11,32,BRONX,
PS 175 CITY ISLAND,321100010175,321100,NYC GEOG DIST 11,32,BRONX,
PS 106 PARKCHESTER,321100010106,321100,NYC GEOG DIST 11,32,BRONX,
PS 108 PHILIP J ABINANTI,321100010108,321100,NYC GEOG DIST 11,32,BRONX,
PS 111 SETON FALLS,321100010111,321100,NYC GEOG DIST 11,32,BRONX,
PS 19 JUDITH K WEISS,321100010019,321100,NYC GEOG DIST 11,32,BRONX,
HARRY S TRUMAN HIGH SCHOOL,321100011455,321100,NYC GEOG DIST 11,32,BRONX,
PS 68,321100010068,321100,NYC GEOG DIST 11,32,BRONX,
BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,321100011253,321100,NYC GEOG DIST 11,32,BRONX,
ICAHN CHARTER SCHOOL 4,321100860948,321100,NYC GEOG DIST 11,32,BRONX,3600995
CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),321100010462,321100,NYC GEOG DIST 11,32,BRONX,
BAYCHESTER MIDDLE SCHOOL,321100010532,321100,NYC GEOG DIST 11,32,BRONX,
YOUNG VOICES ACADEMY OF THE BRONX,321100010357,321100,NYC GEOG DIST 11,32,BRONX,
BRONX CHARTER SCHOOL FOR EXCELLENCE 3,321100861115,321100,NYC GEOG DIST 11,32,BRONX,3601157
BRONX HIGH SCHOOL FOR THE VISUAL ARTS,321100011418,321100,NYC GEOG DIST 11,32,BRONX,
BRONX CHARTER SCHOOL FOR EXCELLENCE,321100860859,321100,NYC GEOG DIST 11,32,BRONX,3600113
ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP:  A COLLEGE BOARD SCHOOL,321100011270,321100,NYC GEOG DIST 11,32,BRONX,
ASPIRE PREPARATORY MIDDLE SCHOOL,321100010322,321100,NYC GEOG DIST 11,32,BRONX,
ICAHN CHARTER SCHOOL 2,321100860909,321100,NYC GEOG DIST 11,32,BRONX,3600943
BAYCHESTER ACADEMY,321100010169,321100,NYC GEOG DIST 11,32,BRONX,
BRONXDALE HIGH SCHOOL,321100011508,321100,NYC GEOG DIST 11,32,BRONX,
JHS 144 MICHELANGELO ,321100010144,321100,NYC GEOG DIST 11,32,BRONX,
PS 160 WALT DISNEY,321100010160,321100,NYC GEOG DIST 11,32,BRONX,
PS 105 SENATOR ABRAHAM BERNSTEIN,321100010105,321100,NYC GEOG DIST 11,32,BRONX,
PS 78 ANNE HUTCHINSON,321100010078,321100,NYC GEOG DIST 11,32,BRONX,
PS 87,321100010087,321100,NYC GEOG DIST 11,32,BRONX,
JHS 135 FRANK D WHALEN ,321100010135,321100,NYC GEOG DIST 11,32,BRONX,
PELHAM PREPARATORY ACADEMY,321100011542,321100,NYC GEOG DIST 11,32,BRONX,
HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,321100011275,321100,NYC GEOG DIST 11,32,BRONX,
ASTOR COLLEGIATE ACADEMY,321100011299,321100,NYC GEOG DIST 11,32,BRONX,
BRONX HEALTH SCIENCES HIGH SCHOOL,321100011249,321100,NYC GEOG DIST 11,32,BRONX,
ICAHN CHARTER SCHOOL 3,321100860917,321100,NYC GEOG DIST 11,32,BRONX,3600955
LEADERS OF TOMORROW,321100010370,321100,NYC GEOG DIST 11,32,BRONX,
MATILDA AVENUE SCHOOL (THE),321100010483,321100,NYC GEOG DIST 11,32,BRONX,
STEAM BRIDGE SCHOOL (THE),321100010481,321100,NYC GEOG DIST 11,32,BRONX,
PS 89,321100010089,321100,NYC GEOG DIST 11,32,BRONX,
MS 180 DR DANIEL HALE WILLIAMS ,321100010180,321100,NYC GEOG DIST 11,32,BRONX,
PS 121 THROOP,321100010121,321100,NYC GEOG DIST 11,32,BRONX,
PS 96 RICHARD RODGERS,321100010096,321100,NYC GEOG DIST 11,32,BRONX,
BRONX AEROSPACE HIGH SCHOOL,321100011545,321100,NYC GEOG DIST 11,32,BRONX,
COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,321100011288,321100,NYC GEOG DIST 11,32,BRONX,
BRONX ACADEMY OF HEALTH CAREERS,321100011290,321100,NYC GEOG DIST 11,32,BRONX,
BRONX CHARTER SCHOOL FOR BETTER LEARNING II,321100861076,321100,NYC GEOG DIST 11,32,BRONX,3601127
"IS 318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS ",321200010318,321200,NYC GEOG DIST 12,32,BRONX,
PS 102 JOSEPH O LORETAN,321200010102,321200,NYC GEOG DIST 12,32,BRONX,
BRONX COALITION COMMUNITY HIGH SCHOOL,321200011680,321200,NYC GEOG DIST 12,32,BRONX,
PS 6 WEST FARMS,321200010006,321200,NYC GEOG DIST 12,32,BRONX,
MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,321200010129,321200,NYC GEOG DIST 12,32,BRONX,
SCHOOL OF PERFORMING ARTS,321200010217,321200,NYC GEOG DIST 12,32,BRONX,
BRONX LATIN SCHOOL,321200011267,321200,NYC GEOG DIST 12,32,BRONX,
ACCION ACADEMY,321200010341,321200,NYC GEOG DIST 12,32,BRONX,
ENTRADA ACADEMY,321200010384,321200,NYC GEOG DIST 12,32,BRONX,
BRONX REGIONAL HIGH SCHOOL,321200011480,321200,NYC GEOG DIST 12,32,BRONX,
NEW YORK CITY GEOGRAPHIC DISTRICT #12,321200010000,321200,NYC GEOG DIST 12,32,BRONX,3600090
PS 50 CLARA BARTON,321200010050,321200,NYC GEOG DIST 12,32,BRONX,
PS 196,321200010196,321200,NYC GEOG DIST 12,32,BRONX,
WINGS ACADEMY,321200011684,321200,NYC GEOG DIST 12,32,BRONX,
PS 47 JOHN RANDOLPH,321200010047,321200,NYC GEOG DIST 12,32,BRONX,
BUSINESS SCHOOL FOR ENTREPRENURIAL STUDIES,321200010216,321200,NYC GEOG DIST 12,32,BRONX,
EAST BRONX ACADEMY FOR THE FUTURE,321200011271,321200,NYC GEOG DIST 12,32,BRONX,
MOTT HALL V,321200010242,321200,NYC GEOG DIST 12,32,BRONX,
URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,321200010372,321200,NYC GEOG DIST 12,32,BRONX,
EMOLIOR ACADEMY,321200010383,321200,NYC GEOG DIST 12,32,BRONX,
DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,321200860965,321200,NYC GEOG DIST 12,32,BRONX,3601027
ARCHER ELEMENTARY SCHOOL,321200010531,321200,NYC GEOG DIST 12,32,BRONX,
MONROE ACADEMY FOR VISUAL ARTS & DESIGN,321200011692,321200,NYC GEOG DIST 12,32,BRONX,
HIGH SCHOOL OF WORLD CULTURES,321200011550,321200,NYC GEOG DIST 12,32,BRONX,
PS 66 SCHOOL OF HIGHER EXPECTATIONS,321200010066,321200,NYC GEOG DIST 12,32,BRONX,
MONROE ACADEMY FOR BUSINESS/LAW,321200011690,321200,NYC GEOG DIST 12,32,BRONX,
PS 198,321200010198,321200,NYC GEOG DIST 12,32,BRONX,
ESMT-IS 190,321200010190,321200,NYC GEOG DIST 12,32,BRONX,
PEACE AND DIVERSITY ACADEMY,321200011278,321200,NYC GEOG DIST 12,32,BRONX,
METROPOLITAN HIGH SCHOOL (THE),321200011248,321200,NYC GEOG DIST 12,32,BRONX,
CINEMA SCHOOL (THE),321200011478,321200,NYC GEOG DIST 12,32,BRONX,
CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,321200861026,321200,NYC GEOG DIST 12,32,BRONX,3601066
COLIBRI COMMUNITY SCHOOL (THE),321200010595,321200,NYC GEOG DIST 12,32,BRONX,
PS 67 MOHEGAN SCHOOL,321200010067,321200,NYC GEOG DIST 12,32,BRONX,
FANNIE LOU HAMER FREEDOM HIGH SCHOOL,321200011682,321200,NYC GEOG DIST 12,32,BRONX,
PS 44 DAVID C FARRAGUT,321200010044,321200,NYC GEOG DIST 12,32,BRONX,
GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,321200860866,321200,NYC GEOG DIST 12,32,BRONX,3600136
PHAROS ACADEMY CHARTER SCHOOL,321200860870,321200,NYC GEOG DIST 12,32,BRONX,3600111
EXPLORATIONS ACADEMY HIGH SCHOOL,321200011251,321200,NYC GEOG DIST 12,32,BRONX,
FANNIE LOU HAMER MIDDLE SCHOOL,321200010286,321200,NYC GEOG DIST 12,32,BRONX,
BOLD CHARTER SCHOOL,321200861143,321200,NYC GEOG DIST 12,32,BRONX,3601198
BARD HIGH SCHOOL EARLY COLLEGE BRONX,321200011641,321200,NYC GEOG DIST 12,32,BRONX,
PS 61 FRANCISCO OLLER,321200010061,321200,NYC GEOG DIST 12,32,BRONX,
JHS 98 HERMAN RIDDER,321200010098,321200,NYC GEOG DIST 12,32,BRONX,
FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,321200010273,321200,NYC GEOG DIST 12,32,BRONX,
KNOWLEDGE AND POWER PREPARATORY ACADEMY III,321200010316,321200,NYC GEOG DIST 12,32,BRONX,
NEW DAY ACADEMY,321200011245,321200,NYC GEOG DIST 12,32,BRONX,
BRONX ENVISION ACADEMY,321200011511,321200,NYC GEOG DIST 12,32,BRONX,
PS 92,321200010092,321200,NYC GEOG DIST 12,32,BRONX,
PS 134 GEORGE F BRISTOW,321200010134,321200,NYC GEOG DIST 12,32,BRONX,
PS 150 CHARLES JAMES FOX,321200010150,321200,NYC GEOG DIST 12,32,BRONX,
PS 195,321200010195,321200,NYC GEOG DIST 12,32,BRONX,
PS 197,321200010197,321200,NYC GEOG DIST 12,32,BRONX,
PS 214,321200010214,321200,NYC GEOG DIST 12,32,BRONX,
BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,321200011479,321200,NYC GEOG DIST 12,32,BRONX,
ZETA CHARTER SCHOOL -  BRONX TREMONT PARK,321200861182,321200,NYC GEOG DIST 12,32,BRONX,3601219
PS 57 CRESCENT,321200010057,321200,NYC GEOG DIST 12,32,BRONX,
SCHOOL OF SCIENCE AND APPLIED LEARNING (THE),321200010300,321200,NYC GEOG DIST 12,32,BRONX,
PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,321200011388,321200,NYC GEOG DIST 12,32,BRONX,
URBAN SCHOLARS COMMUNITY SCHOOL,321200010463,321200,NYC GEOG DIST 12,32,BRONX,
FAIRMONT NEIGHBORHOOD SCHOOL,321200010314,321200,NYC GEOG DIST 12,32,BRONX,
NYC AUTISM CHARTER SCHOOL BRONX,321200861108,321200,NYC GEOG DIST 12,32,BRONX,3601161
SAMARA COMMUNITY SCHOOL,321200010458,321200,NYC GEOG DIST 12,32,BRONX,
