name,BEDS code,district code,district,county code,county,NCES code
G N CHAPMAN ELEMENTARY SCHOOL,43001040003,43001,RANDOLPH CSD,4,CATTARAUGUS,
RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,43011020000,43011,RANDOLPH ACAD UFSD,4,CATTARAUGUS,3607440
SALAMANCA ALTERNATIVE SCHOOL,43200050007,43200,SALAMANCA CITY SD,4,CATTARAUGUS,
SALAMANCA CITY SCHOOL DISTRICT,43200050000,43200,SALAMANCA CITY SD,4,CATTARAUGUS,3625440
SALAMANCA HIGH SCHOOL,43200050002,43200,SALAMANCA CITY SD,4,CATTARAUGUS,
PROSPECT ELEMENTARY SCHOOL,43200050004,43200,SALAMANCA CITY SD,4,CATTARAUGUS,
SENECA INTERMEDIATE SCHOOL,43200050005,43200,SALAMANCA CITY SD,4,CATTARAUGUS,
WARRIOR ACADEMY,43200050008,43200,SALAMANCA CITY SD,4,CATTARAUGUS,
SALAMANCA MIDDLE SCHOOL,43200050006,43200,SALAMANCA CITY SD,4,CATTARAUGUS,
PIONEER SENIOR HIGH SCHOOL,43501060006,43501,YORKSHIRE-PIONEER CSD,4,CATTARAUGUS,
PIONEER MIDDLE SCHOOL,43501060004,43501,YORKSHIRE-PIONEER CSD,4,CATTARAUGUS,
YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,43501060000,43501,YORKSHIRE-PIONEER CSD,4,CATTARAUGUS,3608970
DELEVAN ELEMENTARY SCHOOL,43501060001,43501,YORKSHIRE-PIONEER CSD,4,CATTARAUGUS,
ARCADE ELEMENTARY SCHOOL,43501060005,43501,YORKSHIRE-PIONEER CSD,67,WYOMING,
CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES,49000000000,49000,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,4,CATTARAUGUS,3680150
GENESEE STREET ELEMENTARY SCHOOL,50100010004,50100,AUBURN CITY SD,5,CAYUGA,
WILLIAM H SEWARD ELEMENTARY SCHOOL,50100010008,50100,AUBURN CITY SD,5,CAYUGA,
CASEY PARK ELEMENTARY SCHOOL,50100010002,50100,AUBURN CITY SD,5,CAYUGA,
OWASCO ELEMENTARY SCHOOL,50100010007,50100,AUBURN CITY SD,5,CAYUGA,
AUBURN HIGH SCHOOL,50100010013,50100,AUBURN CITY SD,5,CAYUGA,
AUBURN CITY SCHOOL DISTRICT,50100010000,50100,AUBURN CITY SD,5,CAYUGA,3603480
WEST MIDDLE SCHOOL,50100010012,50100,AUBURN CITY SD,5,CAYUGA,
HARRIET TUBMAN RESIDENTIAL CENTER,50100979457,50100,AUBURN CITY SD,5,CAYUGA,
HERMAN AVENUE ELEMENTARY SCHOOL,50100010005,50100,AUBURN CITY SD,5,CAYUGA,
AUBURN JUNIOR HIGH SCHOOL,50100010009,50100,AUBURN CITY SD,5,CAYUGA,
WEEDSPORT CENTRAL SCHOOL DISTRICT,50301040000,50301,WEEDSPORT CSD,5,CAYUGA,3630420
WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL,50301040002,50301,WEEDSPORT CSD,5,CAYUGA,
WEEDSPORT ELEMENTARY SCHOOL,50301040003,50301,WEEDSPORT CSD,5,CAYUGA,
CATO-MERIDIAN JUNIOR-SENIOR HIGH SCHOOL,50401040003,50401,CATO-MERIDIAN CSD,5,CAYUGA,
CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,50401040000,50401,CATO-MERIDIAN CSD,5,CAYUGA,3606690
CATO-MERIDIAN MIDDLE SCHOOL,50401040002,50401,CATO-MERIDIAN CSD,5,CAYUGA,
CATO-MERIDIAN ELEMENTARY SCHOOL,50401040001,50401,CATO-MERIDIAN CSD,5,CAYUGA,
SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,50701040000,50701,SOUTHERN CAYUGA CSD,5,CAYUGA,3627570
SOUTHERN CAYUGA ELEMENTARY SCHOOL-HOWLAND BUILDING,50701040006,50701,SOUTHERN CAYUGA CSD,5,CAYUGA,
SOUTHERN CAYUGA ELEMENTARY SCHOOL,50701040007,50701,SOUTHERN CAYUGA CSD,5,CAYUGA,
SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL,50701040005,50701,SOUTHERN CAYUGA CSD,5,CAYUGA,
PORT BYRON SENIOR HIGH SCHOOL,51101040004,51101,PORT BYRON CSD,5,CAYUGA,
LESLIE B LEHN MIDDLE SCHOOL,51101040003,51101,PORT BYRON CSD,5,CAYUGA,
A A GATES ELEMENTARY SCHOOL,51101040001,51101,PORT BYRON CSD,5,CAYUGA,
PORT BYRON CENTRAL SCHOOL DISTRICT,51101040000,51101,PORT BYRON CSD,5,CAYUGA,3623430
MORAVIA JUNIOR-SENIOR HIGH SCHOOL,51301040003,51301,MORAVIA CSD,5,CAYUGA,
MILLARD FILLMORE ELEMENTARY SCHOOL,51301040001,51301,MORAVIA CSD,5,CAYUGA,
MORAVIA CENTRAL SCHOOL DISTRICT,51301040000,51301,MORAVIA CSD,5,CAYUGA,3619800
UNION SPRINGS MIDDLE SCHOOL,51901040006,51901,UNION SPRINGS CSD,5,CAYUGA,
ANDREW J SMITH ELEMENTARY SCHOOL,51901040002,51901,UNION SPRINGS CSD,5,CAYUGA,
CAYUGA ELEMENTARY SCHOOL,51901040003,51901,UNION SPRINGS CSD,5,CAYUGA,
UNION SPRINGS CENTRAL SCHOOL DISTRICT,51901040000,51901,UNION SPRINGS CSD,5,CAYUGA,3629250
UNION SPRINGS HIGH SCHOOL,51901040005,51901,UNION SPRINGS CSD,5,CAYUGA,
CAYUGA-ONONDAGA BOCES,59000000000,59000,BOCES CAYUGA-ONONDAGA,5,CAYUGA,3680180
SOUTHWESTERN ELEMENTARY SCHOOL,60201060007,60201,SOUTHWESTERN CSD AT JAMESTOWN,6,CHAUTAUQUA,
SOUTHWESTERN SENIOR HIGH SCHOOL,60201060003,60201,SOUTHWESTERN CSD AT JAMESTOWN,6,CHAUTAUQUA,
SOUTHWESTERN MIDDLE SCHOOL,60201060006,60201,SOUTHWESTERN CSD AT JAMESTOWN,6,CHAUTAUQUA,
SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,60201060000,60201,SOUTHWESTERN CSD AT JAMESTOWN,6,CHAUTAUQUA,3627660
FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,60301040004,60301,FREWSBURG CSD,6,CHAUTAUQUA,
ROBERT H JACKSON ELEMENTARY SCHOOL,60301040002,60301,FREWSBURG CSD,6,CHAUTAUQUA,
FREWSBURG CENTRAL SCHOOL DISTRICT,60301040000,60301,FREWSBURG CSD,6,CHAUTAUQUA,3611610
CASSADAGA ELEMENTARY SCHOOL,60401040002,60401,CASSADAGA VALLEY CSD,6,CHAUTAUQUA,
CASSADAGA VALLEY MIDDLE/HIGH SCHOOL,60401040006,60401,CASSADAGA VALLEY CSD,6,CHAUTAUQUA,
CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,60401040000,60401,CASSADAGA VALLEY CSD,6,CHAUTAUQUA,3606660
SINCLAIRVILLE ELEMENTARY SCHOOL,60401040003,60401,CASSADAGA VALLEY CSD,6,CHAUTAUQUA,
CHAUTAUQUA LAKE ELEMENTARY SCHOOL,60503040002,60503,CHAUTAUQUA LAKE CSD,6,CHAUTAUQUA,
CHAUTAUQUA COUNTY JAIL,60503950001,60503,CHAUTAUQUA LAKE CSD,6,CHAUTAUQUA,
CHAUTAUQUA LAKE SECONDARY SCHOOL,60503040001,60503,CHAUTAUQUA LAKE CSD,6,CHAUTAUQUA,
CHAUTAUQUA LAKE MIDDLE SCHOOL,60503040003,60503,CHAUTAUQUA LAKE CSD,6,CHAUTAUQUA,
CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,60503040000,60503,CHAUTAUQUA LAKE CSD,6,CHAUTAUQUA,3600018
PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),60601040000,60601,PINE VALLEY CSD (SOUTH DAYTON),6,CHAUTAUQUA,3623070
PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL,60601040003,60601,PINE VALLEY CSD (SOUTH DAYTON),6,CHAUTAUQUA,
PINE VALLEY ELEMENTARY SCHOOL,60601040002,60601,PINE VALLEY CSD (SOUTH DAYTON),6,CHAUTAUQUA,
CLYMER CENTRAL SCHOOL DISTRICT,60701040000,60701,CLYMER CSD,6,CHAUTAUQUA,3607890
CLYMER CENTRAL SCHOOL,60701040003,60701,CLYMER CSD,6,CHAUTAUQUA,
SCHOOL 3,60800010003,60800,DUNKIRK CITY SD,6,CHAUTAUQUA,
DUNKIRK CITY SCHOOL DISTRICT,60800010000,60800,DUNKIRK CITY SD,6,CHAUTAUQUA,3609420
SCHOOL 4 - PRESCHOOL PROGRAM,800000054355,60800,DUNKIRK CITY SD,6,CHAUTAUQUA,
DUNKIRK SENIOR HIGH SCHOOL,60800010009,60800,DUNKIRK CITY SD,6,CHAUTAUQUA,
SCHOOL 5,60800010005,60800,DUNKIRK CITY SD,6,CHAUTAUQUA,
SCHOOL 7,60800010007,60800,DUNKIRK CITY SD,6,CHAUTAUQUA,
DUNKIRK INTERMEDIATE SCHOOL,60800010010,60800,DUNKIRK CITY SD,6,CHAUTAUQUA,
BEMUS POINT CENTRAL SCHOOL DISTRICT,61001040000,61001,BEMUS POINT CSD,6,CHAUTAUQUA,3604530
BEMUS POINT ELEMENTARY SCHOOL,61001040001,61001,BEMUS POINT CSD,6,CHAUTAUQUA,
MAPLE GROVE JUNIOR HIGH SCHOOL,61001040006,61001,BEMUS POINT CSD,6,CHAUTAUQUA,
MAPLE GROVE JUNIOR/SENIOR HIGH SCHOOL,61001040005,61001,BEMUS POINT CSD,6,CHAUTAUQUA,
HARVEY C FENNER ELEMENTARY SCHOOL,61101040001,61101,FALCONER CSD,6,CHAUTAUQUA,
FALCONER CENTRAL SCHOOL DISTRICT,61101040000,61101,FALCONER CSD,6,CHAUTAUQUA,3610920
FALCONER MIDDLE SCHOOL,61101040005,61101,FALCONER CSD,6,CHAUTAUQUA,
FALCONER MIDDLE/HIGH SCHOOL,61101040007,61101,FALCONER CSD,6,CHAUTAUQUA,
PAUL B D TEMPLE ELEMENTARY SCHOOL,61101040009,61101,FALCONER CSD,6,CHAUTAUQUA,
SILVER CREEK CENTRAL SCHOOL DISTRICT,61501040000,61501,SILVER CREEK CSD,6,CHAUTAUQUA,3626880
SILVER CREEK ELEMENTARY SCHOOL,61501040003,61501,SILVER CREEK CSD,6,CHAUTAUQUA,
SILVER CREEK HIGH SCHOOL,61501040001,61501,SILVER CREEK CSD,6,CHAUTAUQUA,
SILVER CREEK MIDDLE SCHOOL,61501040002,61501,SILVER CREEK CSD,6,CHAUTAUQUA,
FORESTVILLE CENTRAL SCHOOL DISTRICT,61503040000,61503,FORESTVILLE CSD,6,CHAUTAUQUA,3611250
FORESTVILLE ELEMENTARY SCHOOL,61503040002,61503,FORESTVILLE CSD,6,CHAUTAUQUA,
FORESTVILLE CENTRAL HIGH SCHOOL,61503040003,61503,FORESTVILLE CSD,6,CHAUTAUQUA,
PANAMA CENTRAL SCHOOL DISTRICT,61601040000,61601,PANAMA CSD,6,CHAUTAUQUA,3622410
PANAMA HIGH SCHOOL,61601040001,61601,PANAMA CSD,6,CHAUTAUQUA,
PANAMA K-6 SCHOOL,61601040003,61601,PANAMA CSD,6,CHAUTAUQUA,
GEORGE WASHINGTON MIDDLE SCHOOL,61700010012,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
ABRAHAM LINCOLN ELEMENTARY SCHOOL,61700010011,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
ROVILLUS R ROGERS ELEMENTARY SCHOOL,61700010008,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
THOMAS JEFFERSON MIDDLE SCHOOL,61700010010,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
JAMESTOWN CITY SCHOOL DISTRICT,61700010000,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,3615630
SAMUEL G LOVE ELEMENTARY SCHOOL,61700010009,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
MILTON J FLETCHER ELEMENTARY SCHOOL,61700010007,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
JAMESTOWN HIGH SCHOOL,61700010013,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
CLINTON V BUSH ELEMENTARY SCHOOL,61700010003,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
PERSELL MIDDLE SCHOOL,61700010006,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
CARLYLE C RING ELEMENTARY SCHOOL,61700010001,61700,JAMESTOWN CITY SD,6,CHAUTAUQUA,
FREDONIA ELEMENTARY SCHOOL,62201060001,62201,FREDONIA CSD,6,CHAUTAUQUA,
FREDONIA MIDDLE SCHOOL,62201060002,62201,FREDONIA CSD,6,CHAUTAUQUA,
FREDONIA HIGH SCHOOL,62201060003,62201,FREDONIA CSD,6,CHAUTAUQUA,
FREDONIA CENTRAL SCHOOL DISTRICT,62201060000,62201,FREDONIA CSD,6,CHAUTAUQUA,3611520
WHEELOCK PRIMARY SCHOOL,62201060005,62201,FREDONIA CSD,6,CHAUTAUQUA,
FREDONIA PRIMARY SCHOOL,62201060004,62201,FREDONIA CSD,6,CHAUTAUQUA,
BROCTON MIDDLE HIGH SCHOOL,62301040003,62301,BROCTON CSD,6,CHAUTAUQUA,
BROCTON CENTRAL SCHOOL DISTRICT,62301040000,62301,BROCTON CSD,6,CHAUTAUQUA,3605610
BROCTON ELEMENTARY SCHOOL,62301040002,62301,BROCTON CSD,6,CHAUTAUQUA,
RIPLEY CENTRAL SCHOOL DISTRICT,62401040000,62401,RIPLEY CSD,6,CHAUTAUQUA,3624660
RIPLEY CENTRAL SCHOOL,62401040001,62401,RIPLEY CSD,6,CHAUTAUQUA,
SHERMAN HIGH SCHOOL,62601040003,62601,SHERMAN CSD,6,CHAUTAUQUA,
SHERMAN CENTRAL SCHOOL DISTRICT,62601040000,62601,SHERMAN CSD,6,CHAUTAUQUA,3626730
SHERMAN ELEMENTARY SCHOOL,62601040002,62601,SHERMAN CSD,6,CHAUTAUQUA,
WESTFIELD HIGH SCHOOL,62901040002,62901,WESTFIELD CSD,6,CHAUTAUQUA,
WESTFIELD MIDDLE SCHOOL,62901040004,62901,WESTFIELD CSD,6,CHAUTAUQUA,
WESTFIELD ELEMENTARY SCHOOL,62901040001,62901,WESTFIELD CSD,6,CHAUTAUQUA,
WESTFIELD CENTRAL SCHOOL DISTRICT,62901040000,62901,WESTFIELD CSD,6,CHAUTAUQUA,3630990
PARLEY COBURN SCHOOL,70600010013,70600,ELMIRA CITY SD,7,CHEMUNG,
ELMIRA HIGH SCHOOL,70600010020,70600,ELMIRA CITY SD,7,CHEMUNG,
FINN ACADEMY: AN ELMIRA CHARTER SCHOOL,70600861078,70600,ELMIRA CITY SD,7,CHEMUNG,3601128
BROADWAY ELEMENTARY SCHOOL,70600010022,70600,ELMIRA CITY SD,7,CHEMUNG,
ELMIRA ALTERNATIVE HIGH SCHOOL AT WASHINGTON SCHOOL,70600010023,70600,ELMIRA CITY SD,7,CHEMUNG,
HENDY AVENUE SCHOOL ,70600010010,70600,ELMIRA CITY SD,7,CHEMUNG,
ERNIE DAVIS ACADEMY,70600010021,70600,ELMIRA CITY SD,7,CHEMUNG,
PINE CITY SCHOOL,70600010014,70600,ELMIRA CITY SD,7,CHEMUNG,
ELMIRA PSYCHIATRIC CENTER,70600928167,70600,ELMIRA CITY SD,7,CHEMUNG,
ERNIE DAVIS MIDDLE SCHOOL,70600010018,70600,ELMIRA CITY SD,7,CHEMUNG,
RIVERSIDE ELEMENTARY,70600010015,70600,ELMIRA CITY SD,7,CHEMUNG,
DIVEN SCHOOL ,70600010006,70600,ELMIRA CITY SD,7,CHEMUNG,
ELMIRA CITY SCHOOL DISTRICT,70600010000,70600,ELMIRA CITY SD,7,CHEMUNG,3610560
FASSETT ELEMENTARY SCHOOL,70600010007,70600,ELMIRA CITY SD,7,CHEMUNG,
BROADWAY ACADEMY,70600010019,70600,ELMIRA CITY SD,7,CHEMUNG,
THOMAS K BEECHER SCHOOL,70600010016,70600,ELMIRA CITY SD,7,CHEMUNG,
BIG FLATS SCHOOL,70901060005,70901,HORSEHEADS CSD,7,CHEMUNG,
CENTER STREET SCHOOL,70901060003,70901,HORSEHEADS CSD,7,CHEMUNG,
RIDGE ROAD SCHOOL,70901060004,70901,HORSEHEADS CSD,7,CHEMUNG,
GARDNER ROAD ELEMENTARY SCHOOL,70901060009,70901,HORSEHEADS CSD,7,CHEMUNG,
HORSEHEADS SENIOR HIGH SCHOOL,70901060007,70901,HORSEHEADS CSD,7,CHEMUNG,
HORSEHEADS CENTRAL SCHOOL DISTRICT,70901060000,70901,HORSEHEADS CSD,7,CHEMUNG,3614850
HORSEHEADS INTERMEDIATE SCHOOL,70901060011,70901,HORSEHEADS CSD,7,CHEMUNG,
HORSEHEADS MIDDLE SCHOOL,70901060010,70901,HORSEHEADS CSD,7,CHEMUNG,
ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,70902060000,70902,ELMIRA HTS CSD,7,CHEMUNG,3610590
COHEN ELEMENTARY SCHOOL,70902060006,70902,ELMIRA HTS CSD,7,CHEMUNG,
THOMAS A EDISON HIGH SCHOOL,70902060002,70902,ELMIRA HTS CSD,7,CHEMUNG,
COHEN MIDDLE SCHOOL,70902060004,70902,ELMIRA HTS CSD,7,CHEMUNG,
AFTON CENTRAL SCHOOL DISTRICT,80101040000,80101,AFTON CSD,8,CHENANGO,3602400
AFTON JUNIOR/SENIOR HIGH SCHOOL,80101040003,80101,AFTON CSD,8,CHENANGO,
AFTON ELEMENTARY SCHOOL,80101040002,80101,AFTON CSD,8,CHENANGO,
BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,80201040000,80201,BAINBRIDGE-GUILFORD CSD,8,CHENANGO,3603810
BAINBRIDGE-GUILFORD HIGH SCHOOL,80201040001,80201,BAINBRIDGE-GUILFORD CSD,8,CHENANGO,
GREENLAWN ELEMENTARY SCHOOL,80201040002,80201,BAINBRIDGE-GUILFORD CSD,8,CHENANGO,
GUILFORD ELEMENTARY SCHOOL,80201040003,80201,BAINBRIDGE-GUILFORD CSD,8,CHENANGO,
GREENE MIDDLE SCHOOL,80601040004,80601,GREENE CSD,8,CHENANGO,
GREENE INTERMEDIATE SCHOOL,80601040002,80601,GREENE CSD,8,CHENANGO,
GREENE HIGH SCHOOL,80601040003,80601,GREENE CSD,8,CHENANGO,
GREENE CENTRAL SCHOOL DISTRICT,80601040000,80601,GREENE CSD,8,CHENANGO,3612750
GREENE PRIMARY SCHOOL,80601040001,80601,GREENE CSD,8,CHENANGO,
UNADILLA VALLEY ELEMENTARY SCHOOL ,81003040001,81003,UNADILLA VALLEY CSD,8,CHENANGO,
UNADILLA VALLEY ELEMENTARY SCHOOL,81003040006,81003,UNADILLA VALLEY CSD,8,CHENANGO,
UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,81003040000,81003,UNADILLA VALLEY CSD,8,CHENANGO,3600019
UNADILLA VALLEY SECONDARY SCHOOL,81003040003,81003,UNADILLA VALLEY CSD,8,CHENANGO,
UNADILLA VALLEY MIDDLE/HIGH SCHOOL,81003040004,81003,UNADILLA VALLEY CSD,8,CHENANGO,
STANFORD J GIBSON PRIMARY SCHOOL,81200050002,81200,NORWICH CITY SD,8,CHENANGO,
NORWICH CITY SCHOOL DISTRICT,81200050000,81200,NORWICH CITY SD,8,CHENANGO,3621330
NORWICH MIDDLE SCHOOL,81200050003,81200,NORWICH CITY SD,8,CHENANGO,
NORWICH HIGH SCHOOL,81200050004,81200,NORWICH CITY SD,8,CHENANGO,
PERRY BROWNE INTERMEDIATE SCHOOL,81200050001,81200,NORWICH CITY SD,8,CHENANGO,
OTSELIC VALLEY CENTRAL SCHOOL,81401040001,81401,OTSELIC VALLEY CSD,8,CHENANGO,
OTSELIC VALLEY ELEMENTARY SCHOOL,81401040002,81401,OTSELIC VALLEY CSD,8,CHENANGO,
OTSELIC VALLEY CENTRAL SCHOOL DISTRICT AT GEORGETOWN-SOUTH OTSELIC,81401040000,81401,OTSELIC VALLEY CSD,8,CHENANGO,3622100
OXFORD ACADEMY HIGH SCHOOL,81501040002,81501,OXFORD ACAD & CSD,8,CHENANGO,
OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,81501040000,81501,OXFORD ACAD & CSD,8,CHENANGO,3622260
OXFORD ACADEMY MIDDLE SCHOOL,81501040001,81501,OXFORD ACAD & CSD,8,CHENANGO,
OXFORD ACADEMY PRIMARY SCHOOL,81501040003,81501,OXFORD ACAD & CSD,8,CHENANGO,
SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL,82001040004,82001,SHERBURNE-EARLVILLE CSD,8,CHENANGO,
SHERBURNE-EARLVILLE ELEMENTARY SCHOOL,82001040002,82001,SHERBURNE-EARLVILLE CSD,8,CHENANGO,
SHERBURNE-EARLVILLE MIDDLE SCHOOL,82001040003,82001,SHERBURNE-EARLVILLE CSD,8,CHENANGO,
SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,82001040000,82001,SHERBURNE-EARLVILLE CSD,8,CHENANGO,3626700
AUSABLE VALLEY HIGH SCHOOL,90201040002,90201,AUSABLE VALLEY CSD,9,CLINTON,
AUSABLE FORKS ELEMENTARY SCHOOL,90201040004,90201,AUSABLE VALLEY CSD,9,CLINTON,
KEESEVILLE PRIMARY SCHOOL,90201040001,90201,AUSABLE VALLEY CSD,9,CLINTON,
AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,90201040000,90201,AUSABLE VALLEY CSD,9,CLINTON,3616170
AUSABLE VALLEY MIDDLE SCHOOL,90201040005,90201,AUSABLE VALLEY CSD,9,CLINTON,
BEEKMANTOWN MIDDLE SCHOOL,90301060005,90301,BEEKMANTOWN CSD,9,CLINTON,
BEEKMANTOWN CENTRAL SCHOOL DISTRICT,90301060000,90301,BEEKMANTOWN CSD,9,CLINTON,3604290
CLINTON COUNTY SHERIFFS DEPARTMENT,90301950011,90301,BEEKMANTOWN CSD,9,CLINTON,
BEEKMANTOWN ELEMENTARY SCHOOL,90301060001,90301,BEEKMANTOWN CSD,9,CLINTON,
CUMBERLAND HEAD ELEMENTARY SCHOOL,90301060003,90301,BEEKMANTOWN CSD,9,CLINTON,
BEEKMANTOWN HIGH SCHOOL,90301060006,90301,BEEKMANTOWN CSD,9,CLINTON,
MOOERS ELEMENTARY SCHOOL,90501040006,90501,NORTHEASTERN CLINTON CSD,9,CLINTON,
NORTHEASTERN CLINTON SENIOR HIGH SCHOOL,90501040002,90501,NORTHEASTERN CLINTON CSD,9,CLINTON,
ROUSES POINT ELEMENTARY SCHOOL,90501040003,90501,NORTHEASTERN CLINTON CSD,9,CLINTON,
NORTHEASTERN CLINTON MIDDLE SCHOOL,90501040007,90501,NORTHEASTERN CLINTON CSD,9,CLINTON,
NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,90501040000,90501,NORTHEASTERN CLINTON CSD,9,CLINTON,3621250
CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL,90601020002,90601,CHAZY UFSD,9,CLINTON,
CHAZY UNION FREE SCHOOL DISTRICT,90601020000,90601,CHAZY UFSD,9,CLINTON,3607170
CHAZY CENTRAL RURAL ELEMENTARY SCHOOL,90601020001,90601,CHAZY UFSD,9,CLINTON,
NORTHERN ADIRONDACK ELEMENTARY SCHOOL,90901040001,90901,NORTHERN ADIRONDACK CSD,9,CLINTON,
NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL,90901040002,90901,NORTHERN ADIRONDACK CSD,9,CLINTON,
NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,90901040000,90901,NORTHERN ADIRONDACK CSD,9,CLINTON,3621260
PERU ELEMENTARY SCHOOL,91101060004,91101,PERU CSD,9,CLINTON,
PERU MIDDLE SCHOOL,91101060006,91101,PERU CSD,9,CLINTON,
PERU CENTRAL SCHOOL DISTRICT,91101060000,91101,PERU CSD,9,CLINTON,3622830
PRIMARY BUILDING SCHOOL,91101060001,91101,PERU CSD,9,CLINTON,
PERU MIDDLE SCHOOL,91101060008,91101,PERU CSD,9,CLINTON,
PERU HIGH SCHOOL,91101060005,91101,PERU CSD,9,CLINTON,
PLATTSBURGH CITY SCHOOL DISTRICT,91200010000,91200,PLATTSBURGH CITY SD,9,CLINTON,3623280
STAFFORD MIDDLE SCHOOL,91200010005,91200,PLATTSBURGH CITY SD,9,CLINTON,
PLATTSBURGH SENIOR HIGH SCHOOL,91200010006,91200,PLATTSBURGH CITY SD,9,CLINTON,
OAK STREET SCHOOL,91200010004,91200,PLATTSBURGH CITY SD,9,CLINTON,
THOMAS E GLASGOW ELEMENTARY SCHOOL,91200010001,91200,PLATTSBURGH CITY SD,9,CLINTON,
ARTHUR P MOMOT ELEMENTARY SCHOOL,91200010003,91200,PLATTSBURGH CITY SD,9,CLINTON,
MORRISONVILLE ELEMENTARY SCHOOL,91402060002,91402,SARANAC CSD,9,CLINTON,
SARANAC HIGH SCHOOL,91402060005,91402,SARANAC CSD,9,CLINTON,
SARANAC MIDDLE SCHOOL,91402060007,91402,SARANAC CSD,9,CLINTON,
SARANAC ELEMENTARY SCHOOL,91402060004,91402,SARANAC CSD,9,CLINTON,
SARANAC CENTRAL SCHOOL DISTRICT,91402060000,91402,SARANAC CSD,9,CLINTON,3600009
CLINTON-ESSEX-WARREN-WASHINGTON BOCES,99000000000,99000,BOCES CLINTON-ESSEX-WARREN-WASHING,9,CLINTON,3680220
BERKSHIRE UNION FREE SCHOOL DISTRICT,100308020000,100308,BERKSHIRE UFSD,10,COLUMBIA,3604590
TACONIC HILLS CENTRAL SCHOOL DISTRICT,100501040000,100501,TACONIC HILLS CSD,10,COLUMBIA,3628620
TACONIC HILLS ELEMENTARY SCHOOL,100501040006,100501,TACONIC HILLS CSD,10,COLUMBIA,
TACONIC HILLS MIDDLE SCHOOL,100501040005,100501,TACONIC HILLS CSD,10,COLUMBIA,
TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL,100501040003,100501,TACONIC HILLS CSD,10,COLUMBIA,
GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,100902040004,100902,GERMANTOWN CSD,10,COLUMBIA,
GERMANTOWN ELEMENTARY SCHOOL,100902040003,100902,GERMANTOWN CSD,10,COLUMBIA,
GERMANTOWN CENTRAL SCHOOL,100902040001,100902,GERMANTOWN CSD,10,COLUMBIA,
GERMANTOWN CENTRAL SCHOOL DISTRICT,100902040000,100902,GERMANTOWN CSD,10,COLUMBIA,3612030
MARY E DARDESS ELEMENTARY SCHOOL,101001040001,101001,CHATHAM CSD,10,COLUMBIA,
CHATHAM MIDDLE SCHOOL,101001040006,101001,CHATHAM CSD,10,COLUMBIA,
CHATHAM CENTRAL SCHOOL DISTRICT,101001040000,101001,CHATHAM CSD,10,COLUMBIA,3607110
CHATHAM HIGH SCHOOL,101001040002,101001,CHATHAM CSD,10,COLUMBIA,
MONTGOMERY C SMITH ELEMENTARY SCHOOL,101300010003,101300,HUDSON CITY SD,10,COLUMBIA,
HUDSON CITY SCHOOL DISTRICT,101300010000,101300,HUDSON CITY SD,10,COLUMBIA,3614940
BROOKWOOD SECURE CENTER FOR GIRLS,101300976088,101300,HUDSON CITY SD,10,COLUMBIA,
JOHN L EDWARDS PRIMARY SCHOOL,101300010002,101300,HUDSON CITY SD,10,COLUMBIA,
HUDSON HIGH SCHOOL,101300010001,101300,HUDSON CITY SD,10,COLUMBIA,
GREENPORT SCHOOL,101300010008,101300,HUDSON CITY SD,10,COLUMBIA,
